0.402	0	0	0
0.407	0	0	0
0.416	0	0	0
0.427	0	-0.0349066	0
0.437	0	0	0.0174533
0.446	-0.0174533	0	0
0.457	0	0	0
0.467	0	0	0
0.477	0	0	0
0.486	0	0	0
0.497	0	0.0174533	0
0.507	0	0	0
0.535	0	0.0174533	0
0.54	0	0	0
0.547	0	0	0
0.557	0	-0.0174533	0.0349066
0.567	0	0	0
0.577	0	0	0
0.587	0	0	0
0.597	0	0	0.0174533
0.606	0	0	0
0.617	0	-0.0174533	0
0.627	0	0	0.0174533
0.637	0	-0.0174533	0
0.646	0	-0.0174533	0
0.656	-0.0174533	-0.0174533	0
0.667	-0.0174533	0	0
0.677	0	-0.0174533	0
0.687	-0.0174533	-0.0349066	0
0.697	-0.0349066	-0.0349066	0
0.707	-0.0523599	-0.0349066	0
0.717	-0.0174533	-0.0174533	0
0.727	0	0	0
0.737	0	-0.0174533	0
0.746	0	0	0
0.756	-0.0174533	-0.0174533	-0.0349066
0.767	-0.0174533	-0.0174533	-0.0174533
0.776	-0.0349066	-0.0174533	0
0.787	0	-0.0174533	0
0.797	0	0	0
0.806	0	-0.0174533	0
0.816	0	-0.0174533	0
0.827	0	-0.0174533	0
0.836	-0.0174533	-0.0174533	0
0.847	-0.0174533	-0.0174533	0.0174533
0.856	-0.0174533	-0.0174533	0.0174533
0.867	0	0	0
0.877	0	0	0
0.887	0	0	0
0.897	-0.0174533	0	0
0.907	0	0	0
0.916	0	0	0
0.927	0	0	0
0.936	0	0	0
0.947	0	0.0174533	0.0174533
0.957	0	0	0
0.966	0.0174533	0	0
0.977	0.0174533	0	0
0.987	0.0174533	0	0
0.997	0.0174533	0.0174533	0
1.007	0.0174533	0.0523599	0
1.017	0.0349066	0.0698132	0
1.027	0.0698132	0.0872665	0.0174533
1.037	0.0349066	0.0174533	0.0174533
1.047	0	0	0
1.057	0	-0.0174533	0
1.067	0	0	0
1.077	0	-0.0174533	0
1.091	0	-0.0174533	0
1.103	-0.0174533	-0.0349066	0
1.107	-0.0349066	-0.0349066	0
1.118	-0.0523599	-0.0174533	-0.0174533
1.127	-0.0523599	-0.0523599	0
1.137	-0.0174533	-0.0349066	0
1.146	0	-0.0174533	0
1.157	0	0	0
1.167	0	0	0.0174533
1.176	0	0	0.0174533
1.186	-0.0174533	0	0
1.196	-0.0174533	-0.0174533	0
1.207	-0.0174533	0	0
1.217	-0.0174533	0	0
1.227	0	0	0
1.237	0	0	0
1.246	0	0	0
1.257	0	0	0
1.267	0	0.0174533	0.0174533
1.276	0	-0.0174533	0
1.286	0	0	0
1.297	0	0	0
1.307	0	0	0
1.317	0.0174533	0.0174533	0
1.327	0.0174533	0	0
1.337	0	0	0
1.346	0	0.0174533	-0.0174533
1.357	0	0	0
1.367	0	-0.0174533	0
1.376	0	0	0
1.387	0	0	0
1.397	0	0	0
